RA;TURMA;TURMA_NOME
21033215;NA1ESHR027-14SB;Trajetórias Internacionais do Continente Africano A1-Noturno (São Bernardo)
11042015;DAESTA011-17SA;Automação de Sistemas Industriais A-Matutino (Santo André)
11042015;DA1ESTO001-17SB;Circuitos Elétricos e Fotônica A1-Matutino (São Bernardo)
11042015;DA1ESZA016-17SA;Optoeletrônica A1-Matutino (Santo André)
11042015;NAESTI006-17SA;Processamento Digital de Sinais A-Noturno (Santo André)
11042015;NA2ESTA019-17SA;Projeto Assistido por Computador A2-Noturno (Santo André)
11079216;DAESTA011-17SA;Automação de Sistemas Industriais A-Matutino (Santo André)
11079216;NA1MCTA009-13SA;Computadores, Ética e Sociedade A1-Noturno (Santo André)
11079216;NAESTO903-17SA;Engenharia Unificada II A-Noturno (Santo André)
11079216;NA1MCZA008-17SA;Interação Humano-Computador A1-Noturno (Santo André)
11079216;NC1ESTO017-17SA;Métodos Experimentais em Engenharia C1-Noturno (Santo André)
11079216;DA1ESZA016-17SA;Optoeletrônica A1-Matutino (Santo André)
11201920781;NA1MCTA003-17SA;Análise de Algoritmos A1-Noturno (Santo André)
11201920781;NAMCTB009-17SA;Cálculo Numérico A-Noturno (Santo André)
11201920781;NA1BCN0407-15SA;Funções de Várias Variáveis A1-Noturno (Santo André)
11201920781;DB3BCK0104-15SA;Interações Atômicas e Moleculares B3-Matutino (Santo André)
11201920781;NA1ESTO005-17SA;Introdução às Engenharias A1-Noturno (Santo André)
11117713;NA1ESTG002-17SB;Desenvolvimento Integrado do Produto A1-Noturno (São Bernardo)
11117713;DA1ESTG020-17SB;Sistemas e Processos de Produção A1-Matutino (São Bernardo)
11201811563;NB1ESTA023-17SA;Introdução aos Processos de Fabricação B1-Noturno (Santo André)
11201811563;NAESTO015-17SB;Mecânica dos Fluidos I A-Noturno (São Bernardo)
11201811563;NAESTA010-17SA;Sensores e Transdutores A-Noturno (Santo André)
11201920520;DA1BHO0102-15SB;Desenvolvimento e Sustentabilidade A1-Matutino (São Bernardo)
11201920520;DA1ESTO013-17SB;Engenharia Econômica A1-Matutino (São Bernardo)
11201920520;DA1ESHP030-14SB;Planejamento Orçamentário A1-Matutino (São Bernardo)
11202111472;NA1BHQ0004-19SB;Estudos de Gênero A1-Noturno (São Bernardo)
11202111472;NB1BHQ0002-15SB;Estudos Étnico-Raciais B1-Noturno (São Bernardo)
11202111472;NA1BHP0001-15SB;Ética e Justiça A1-Noturno (São Bernardo)
11202111472;NA2BHQ0003-15SB;Interpretações do Brasil A2-Noturno (São Bernardo)
11202021235;NA3BCS0001-15SB;Base Experimental das Ciências Naturais A3-Noturno (São Bernardo)
11202021235;NB1BIR0004-15SB;Bases Epistemológicas da Ciência Moderna B1-Noturno (São Bernardo)
11202021235;NA1BIQ0602-15SB;Estrutura e Dinâmica Social A1-Noturno (São Bernardo)
11202021235;NA1BCK0104-15SB;Interações Atômicas e Moleculares A1-Noturno (São Bernardo)
11202021235;NB1BCN0405-15SB;Introdução às Equações Diferenciais Ordinárias B1-Noturno (São Bernardo)
11112812;NA1BHQ0002-15SA;Estudos Étnico-Raciais A1-Noturno (Santo André)
11201811442;NA1ESTU007-17SA;Habitação e Assentamentos Humanos A1-Noturno (Santo André)
11201811442;NA1ESTU009-17SA;Hidrologia A1-Noturno (Santo André)
11201811442;NB1ESTU036-17SA;Sistemas de Drenagem Urbana B1-Noturno (Santo André)
11201810209;NA1ESTA001-17SA;Dispositivos Eletrônicos A1-Noturno (Santo André)
11201810209;DA5BCJ0205-15SA;Fenômenos Térmicos A5-Matutino (Santo André)
11201810209;NA1BCN0407-15SA;Funções de Várias Variáveis A1-Noturno (Santo André)
11201810244;NAMCTB009-17SB;Cálculo Numérico A-Noturno (São Bernardo)
11201810244;NAESTO015-17SA;Mecânica dos Fluidos I A-Noturno (Santo André)
11201810244;NB1ESTO012-17SA;Princípios de Administração B1-Noturno (Santo André)
11201810244;NA1ESTO014-17SA;Termodinâmica Aplicada I A1-Noturno (Santo André)
11076313;DA1MCZA002-17SA;Aprendizado de Máquina A1-Matutino (Santo André)
11201810449;NB1NHT5004-15SA;Educação Científica, Sociedade e Cultura B1-Noturno (Santo André)
11201810449;NA1NHT1069-15SA;Fisiologia Vegetal I A1-Noturno (Santo André)
11201810449;NANHZ6003-18SA;Nanobiotecnologia A-Noturno (Santo André)
11201922401;DA1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André)
11201922401;DB1BIR0603-15SA;Ciência, Tecnologia e Sociedade B1-Matutino (Santo André)
11201922401;NA1BIQ0602-15SB;Estrutura e Dinâmica Social A1-Noturno (São Bernardo)
11202112041;NA3BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente A3-Noturno (São Bernardo)
11202112041;NA2BHQ0003-15SB;Interpretações do Brasil A2-Noturno (São Bernardo)
11202112041;NA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Noturno (São Bernardo)
11201920267;NA3BCJ0204-15SA;Fenômenos Mecânicos A3-Noturno (Santo André)
11201920267;NA1BCN0402-15SA;Funções de Uma Variável A1-Noturno (Santo André)
11201920267;NB1BCN0407-15SA;Funções de Várias Variáveis B1-Noturno (Santo André)
11201810758;NA1MCTC001-15SB;Introdução à Filosofia da Mente A1-Noturno (São Bernardo)
11201810758;DA1BIN0406-15SB;Introdução à Probabilidade e à Estatística A1-Matutino (São Bernardo)
11201810758;DA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Matutino (São Bernardo)
11201810758;DA1MCTC007-15SB;Pesquisa e Comunicação Científica A1-Matutino (São Bernardo)
11202210096;NB1BHQ0002-15SB;Estudos Étnico-Raciais B1-Noturno (São Bernardo)
11202210096;NB1BHP0001-15SB;Ética e Justiça B1-Noturno (São Bernardo)
11202210096;NA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Noturno (São Bernardo)
11202210096;NB1BHP0202-19SB;Temas e Problemas em Filosofia B1-Noturno (São Bernardo)
11202210096;NB1BHQ0301-15SB;Território e Sociedade B1-Noturno (São Bernardo)
11201721620;DA1ESZU003-17SA;Contaminação e Remediação de Solos A1-Matutino (Santo André)
11201721620;NC1NHI5002-15SA;Didática C1-Noturno (Santo André)
11201721620;NAMCZD002-18SA;Educação Estatística A-Noturno (Santo André)
11201721620;DB1ESTO902-17SA;Engenharia Unificada I B1-Matutino (Santo André)
11201721620;NA1MCTC001-15SB;Introdução à Filosofia da Mente A1-Noturno (São Bernardo)
11201721620;NA1MCZD004-18SA;Matemática nos anos iniciais A1-Noturno (Santo André)
11201920143;NA1BCN0402-15SA;Funções de Uma Variável A1-Noturno (Santo André)
11201920143;NA1BCN0404-15SA;Geometria Analítica A1-Noturno (Santo André)
11201920143;NA1ESTO005-17SA;Introdução às Engenharias A1-Noturno (Santo André)
11201723029;NB1BCS0001-15SB;Base Experimental das Ciências Naturais B1-Noturno (São Bernardo)
11201723029;NC1NHI5002-15SA;Didática C1-Noturno (Santo André)
11201723029;NA3NHI5015-15SA;LIBRAS A3-Noturno (Santo André)
11201723029;NAMCTD017-18SA;Práticas de Ensino de Matemática II A-Noturno (Santo André)
11201920427;NB4BCK0104-15SA;Interações Atômicas e Moleculares B4-Noturno (Santo André)
11201920427;NB6BCM0505-15SA;Processamento da Informação B6-Noturno (Santo André)
11201920427;DA1NHT4057-15SA;Termodinâmica Química A1-Matutino (Santo André)
11201920427;DB5BCL0307-15SA;Transformações Químicas B5-Matutino (Santo André)
21059116;NA1ESHC027-17SB;Economia Matemática A1-Noturno (São Bernardo)
11202130412;DA2BCJ0205-15SA;Fenômenos Térmicos A2-Matutino (Santo André)
11202130412;DA1BCN0407-15SA;Funções de Várias Variáveis A1-Matutino (Santo André)
11202130412;DA2BCM0505-15SA;Processamento da Informação A2-Matutino (Santo André)
11202130412;DA1BCL0307-15SA;Transformações Químicas A1-Matutino (Santo André)
11201721174;NA1ESHC003-17SB;Desenvolvimento Socioeconômico A1-Noturno (São Bernardo)
11201721174;NA1ESZR017-14SB;Regimes de negociação ambiental internacional e a atuação brasileira A1-Noturno (São Bernardo)
11201721174;NA1ESHC013-21SB;Relações Comerciais e de Investimento Internacionais A1-Noturno (São Bernardo)
11201721174;DA1ESHR016-13SB;Sistema Financeiro Internacional: de Bretton Woods ao non-sistema A1-Matutino (São Bernardo)
21009516;NA1ESHP012-13SB;Introdução ao Direito Administrativo A1-Noturno (São Bernardo)
11201812163;NB1BIQ0602-15SB;Estrutura e Dinâmica Social B1-Noturno (São Bernardo)
11201812163;NB2BCM0505-15SB;Processamento da Informação B2-Noturno (São Bernardo)
11201812163;NB2BCL0307-15SB;Transformações Químicas B2-Noturno (São Bernardo)
11201811418;NA1BCK0104-15SB;Interações Atômicas e Moleculares A1-Noturno (São Bernardo)
11201811418;NAESTO012-17SB;Princípios de Administração A-Noturno (São Bernardo)
11110615;NB2MCTB010-13SA;Cálculo Vetorial e Tensorial B2-Noturno (Santo André)
11110615;NA1ESTO001-17SB;Circuitos Elétricos e Fotônica A1-Noturno (São Bernardo)
11110615;NAESTE030-17SA;Engenharia de Petróleo e Gás A-Noturno (Santo André)
11110615;DA1ESTU009-17SA;Hidrologia A1-Matutino (Santo André)
11110615;DA1ESTU040-17SA;Projeto Ambiental Urbano A1-Matutino (Santo André)
11202130820;NB1BCS0001-15SA;Base Experimental das Ciências Naturais B1-Noturno (Santo André)
11202130820;NB2BCJ0205-15SA;Fenômenos Térmicos B2-Noturno (Santo André)
11202130820;NA5BCL0307-15SA;Transformações Químicas A5-Noturno (Santo André)
11201921322;DAMCTB010-13SB;Cálculo Vetorial e Tensorial A-Matutino (São Bernardo)
11201921322;DA1NHZ3076-15SA;Eletromagnetismo III A1-Matutino (Santo André)
11201921322;DA1NHZ3026-15SA;Introdução à Física Nuclear A1-Matutino (Santo André)
11201921322;NA1NHT3065-15SA;Laboratório de Física III A1-Noturno (Santo André)
11201921322;NA1NHT3073-15SA;Mecânica Quântica II A1-Noturno (Santo André)
11202130513;NA1BIQ0602-15SA;Estrutura e Dinâmica Social A1-Noturno (Santo André)
11202130513;NA8BCJ0205-15SA;Fenômenos Térmicos A8-Noturno (Santo André)
11202130513;NA1BCN0404-15SA;Geometria Analítica A1-Noturno (Santo André)
11202130513;NC1BCL0307-15SA;Transformações Químicas C1-Noturno (Santo André)
11201722814;NA1NHT1072-15SA;Ecologia Comportamental A1-Noturno (Santo André)
11201722814;DA2MCTC001-15SB;Introdução à Filosofia da Mente A2-Matutino (São Bernardo)
11201722814;NA1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A1-Noturno (Santo André)
11106316;NA1ESZU003-17SA;Contaminação e Remediação de Solos A1-Noturno (Santo André)
11106316;NA1ESTU035-17SA;Sistemas de Esgotamento Sanitário A1-Noturno (Santo André)
11106316;NA1ESTU038-17SA;Tratamento de Águas Urbanas Servidas A1-Noturno (Santo André)
11106316;NA1ESZU021-17SA;Unidades de Conservação da Natureza A1-Noturno (Santo André)
11070616;DB4BCJ0205-15SA;Fenômenos Térmicos B4-Matutino (Santo André)
11201921502;NB1BIR0004-15SB;Bases Epistemológicas da Ciência Moderna B1-Noturno (São Bernardo)
11201921502;NA1ESHR016-13SB;Sistema Financeiro Internacional: de Bretton Woods ao non-sistema A1-Noturno (São Bernardo)
11201921502;NA1ESHP021-13SB;Trajetórias das Políticas de CT&I no Brasil A1-Noturno (São Bernardo)
11201921502;NA1ESHR027-14SB;Trajetórias Internacionais do Continente Africano A1-Noturno (São Bernardo)
11201810492;NANHH2026-13SB;Filosofia no Brasil e na América Latina A-Noturno (São Bernardo)
11201810492;NB1ESHR903-18SB;Metodologia de Pesquisa em Relações Internacionais (TCC 1) B1-Noturno (São Bernardo)
11201810492;NA1ESZR017-14SB;Regimes de negociação ambiental internacional e a atuação brasileira A1-Noturno (São Bernardo)
11201810492;NA1ESHP021-13SB;Trajetórias das Políticas de CT&I no Brasil A1-Noturno (São Bernardo)
11201810492;NB1ESHR027-14SB;Trajetórias Internacionais do Continente Africano B1-Noturno (São Bernardo)
11201723041;NA1BHQ0004-19SB;Estudos de Gênero A1-Noturno (São Bernardo)
11201723041;NA1ESHP028-14SB;Políticas Públicas para Sociedade da Informação A1-Noturno (São Bernardo)
11201723041;NA1ESHP019-13SB;Regimes e Formas de Governo A1-Noturno (São Bernardo)
11201723041;NA1ESHR015-13SB;Segurança Internacional em Perspectiva Histórica e Desafios Contemporâneos A1-Noturno (São Bernardo)
11201722869;NA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Noturno (Santo André)
11201722869;NA1MCTA018-13SA;Programação Orientada a Objetos A1-Noturno (Santo André)
11201920139;NA2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A2-Noturno (Santo André)
11201920139;NA1BCM0505-15SA;Processamento da Informação A1-Noturno (Santo André)
11201920139;NA1BCL0307-15SA;Transformações Químicas A1-Noturno (Santo André)
11201920628;NA1BCJ0205-15SA;Fenômenos Térmicos A1-Noturno (Santo André)
11201920628;NB1BCN0405-15SB;Introdução às Equações Diferenciais Ordinárias B1-Noturno (São Bernardo)
11201920628;NB1ESTO017-17SA;Métodos Experimentais em Engenharia B1-Noturno (Santo André)
11201920628;NA2ESTO012-17SA;Princípios de Administração A2-Noturno (Santo André)
11202210058;DA1BHQ0001-15SB;Identidade e Cultura A1-Matutino (São Bernardo)
11202210058;DA1BHO1102-19SB;Introdução à Economia A1-Matutino (São Bernardo)
11202210058;DA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Matutino (São Bernardo)
11202210058;DB1BHP0202-19SB;Temas e Problemas em Filosofia B1-Matutino (São Bernardo)
11202210058;DA1BHQ0301-15SB;Território e Sociedade A1-Matutino (São Bernardo)
11202111473;NB1BCJ0204-15SA;Fenômenos Mecânicos B1-Noturno (Santo André)
21058016;NA1ESTE027-17SA;Laboratório de Calor e Fluidos A1-Noturno (Santo André)
11201721262;NA1BIS0003-15SB;Bases Matemáticas A1-Noturno (São Bernardo)
11201721262;NA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-Noturno (São Bernardo)
11201721262;NA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Noturno (São Bernardo)
11201721262;NA2BHS0005-19SB;Práticas em Ciências e Humanidades A2-Noturno (São Bernardo)
21028814;NAMCZD002-18SA;Educação Estatística A-Noturno (Santo André)
11202021444;NA4BIS0005-15SB;Bases Computacionais da Ciência A4-Noturno (São Bernardo)
11202021444;NA3BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente A3-Noturno (São Bernardo)
11202021444;NA1BCJ0204-15SB;Fenômenos Mecânicos A1-Noturno (São Bernardo)
21050716;NA1ESZG032-17SB;Modelos e Ferramentas de Gestão Ambiental A1-Noturno (São Bernardo)
21050716;NA1ESTG013-17SB;Pesquisa Operacional A1-Noturno (São Bernardo)
11202130517;NA1ESZR002-13SB;Cultura, Identidade e Política na América Latina A1-Noturno (São Bernardo)
11202130517;NAESTS004-17SB;Desempenho de Aeronaves A-Noturno (São Bernardo)
11202130517;NAESTO014-17SB;Termodinâmica Aplicada I A-Noturno (São Bernardo)
21004216;NA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Noturno (Santo André)
21004216;NB1ESTA001-17SA;Dispositivos Eletrônicos B1-Noturno (Santo André)
21004216;DAESTS009-17SB;Materiais Compósitos e Aplicações Estruturais A-Matutino (São Bernardo)
21004216;DA2ESTO008-17SA;Mecânica dos Sólidos I A2-Matutino (Santo André)
21004216;DB1ESTA014-17SA;Sistemas CAD/CAM B1-Matutino (Santo André)
21004216;NA2MCTA024-13SA;Sistemas Digitais A2-Noturno (Santo André)
11202130059;DB3BCJ0205-15SB;Fenômenos Térmicos B3-Matutino (São Bernardo)
11202130059;DB2BCN0407-15SB;Funções de Várias Variáveis B2-Matutino (São Bernardo)
11202130059;DB1BCM0505-15SB;Processamento da Informação B1-Matutino (São Bernardo)
11202130059;DB2BCL0307-15SB;Transformações Químicas B2-Matutino (São Bernardo)
11201921532;DA1ESTO001-17SB;Circuitos Elétricos e Fotônica A1-Matutino (São Bernardo)
11201921532;DA1ESTO011-17SA;Fundamentos de Desenho Técnico A1-Matutino (Santo André)
11201921532;NA1BCK0104-15SA;Interações Atômicas e Moleculares A1-Noturno (Santo André)
11201921532;DA1ESTO012-17SA;Princípios de Administração A1-Matutino (Santo André)
11201921532;DA1ESTU039-17SA;Regulação Ambiental e Urbanística A1-Matutino (Santo André)
11201921532;DA1ESTU032-17SA;Representação Gráfica de Projetos Ambientais e Urbanos A1-Matutino (Santo André)
11202020659;NA1BIS0005-15SB;Bases Computacionais da Ciência A1-Noturno (São Bernardo)
11202020659;NA1BIS0003-15SB;Bases Matemáticas A1-Noturno (São Bernardo)
11202020659;NB1BIR0603-15SB;Ciência, Tecnologia e Sociedade B1-Noturno (São Bernardo)
11202020659;NA1BHQ0002-15SB;Estudos Étnico-Raciais A1-Noturno (São Bernardo)
11042215;DAMCTB001-17SB;Álgebra Linear A-Matutino (São Bernardo)
11042215;NA2ESTO008-17SA;Mecânica dos Sólidos I A2-Noturno (Santo André)
11042215;NAESTI006-17SA;Processamento Digital de Sinais A-Noturno (Santo André)
11042215;NA1ESTO014-17SA;Termodinâmica Aplicada I A1-Noturno (Santo André)
11201810897;NA1BIR0603-15SA;Ciência, Tecnologia e Sociedade A1-Noturno (Santo André)
11201810897;NA1NHT1072-15SA;Ecologia Comportamental A1-Noturno (Santo André)
11201810897;NB1BIQ0602-15SA;Estrutura e Dinâmica Social B1-Noturno (Santo André)
11201810897;NB1BCK0104-15SA;Interações Atômicas e Moleculares B1-Noturno (Santo André)
11201810897;NA1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A1-Noturno (Santo André)
11201822491;NA1BCS0001-15SB;Base Experimental das Ciências Naturais A1-Noturno (São Bernardo)
11201822491;NA1BCN0402-15SB;Funções de Uma Variável A1-Noturno (São Bernardo)
11201822491;NA1BCN0404-15SB;Geometria Analítica A1-Noturno (São Bernardo)
11201921157;DA1MCTA003-17SA;Análise de Algoritmos A1-Matutino (Santo André)
11201921157;DA1MCTA009-13SA;Computadores, Ética e Sociedade A1-Matutino (Santo André)
11201921157;DA1MCTA018-13SA;Programação Orientada a Objetos A1-Matutino (Santo André)
11201921157;DA1MCTA024-13SA;Sistemas Digitais A1-Matutino (Santo André)
11095315;NAMCTB010-13SA;Cálculo Vetorial e Tensorial A-Noturno (Santo André)
11095315;NAESTE033-17SA;Engenharia Solar Fotovoltaica A-Noturno (Santo André)
11095315;NAESTE023-17SA;Transferência de Calor II A-Noturno (Santo André)
11202021788;DAMCTB001-17SA;Álgebra Linear A-Matutino (Santo André)
11202021788;DB1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias B1-Matutino (Santo André)
11202021788;DB1ESTO006-17SA;Materiais e Suas Propriedades B1-Matutino (Santo André)
11202021788;DC1ESTO017-17SA;Métodos Experimentais em Engenharia C1-Matutino (Santo André)
11201720026;NAESTA011-17SA;Automação de Sistemas Industriais A-Noturno (Santo André)
11201720026;DB1ESTA016-17SA;Máquinas Elétricas B1-Matutino (Santo André)
11201720026;NA1ESTA008-17SA;Sistemas de Controle II A1-Noturno (Santo André)
11201812126;DA1ESZR002-13SB;Cultura, Identidade e Política na América Latina A1-Matutino (São Bernardo)
11201812126;DA1ESZR021-16SB;Oriente Médio nas Relações Internacionais A1-Matutino (São Bernardo)
11201812126;DANHZ2053-11SB;Pensamento Marxista e seus Desdobramentos Contemporâneos A-Matutino (São Bernardo)
11201812126;DA1BHQ0301-15SB;Território e Sociedade A1-Matutino (São Bernardo)
11201921320;NA1BIR0603-15SB;Ciência, Tecnologia e Sociedade A1-Noturno (São Bernardo)
11201921320;NA1BIQ0602-15SB;Estrutura e Dinâmica Social A1-Noturno (São Bernardo)
